nbytes,chunksize,method,mode,runtime,version,Throughput (Gbps),chunk size (MB)
3200000000,50000000,tiledb,read,3.2700305299995307,,7.82867308581479,50.0
3200000000,12500000,tiledb,write,7.052043832999516,,3.6301532727585584,12.5
3200000000,12500000,tiledb,read,3.148409669999637,,8.1310892429075,12.5
3200000000,3125000,tiledb,write,6.907275192999805,,3.7062371607756965,3.125
3200000000,3125000,tiledb,read,3.2171520850006345,,7.957348401200918,3.125
3200000000,781250,tiledb,write,11.293105736000143,,2.2668697697917026,0.78125
3200000000,781250,tiledb,read,3.461649648000275,,7.395318013996188,0.78125
3200000000,200000000,tiledb,write,6.994692218000637,,3.65991800670216,200.0
3200000000,200000000,tiledb,read,3.3130737419996876,,7.726963537053203,200.0
3200000000,50000000,tiledb,write,7.2350291909997395,,3.5383409415743605,50.0
3200000000,50000000,tiledb,read,3.1125292229999104,,8.22482237623018,50.0
3200000000,12500000,tiledb,write,7.7969439219996275,,3.2833377097618714,12.5
3200000000,12500000,tiledb,read,3.375506934999976,,7.584046038998935,12.5
3200000000,3125000,tiledb,write,8.42384929400032,,3.038990740044812,3.125
3200000000,3125000,tiledb,read,3.2180646849992627,,7.9550918038820795,3.125
3200000000,781250,tiledb,write,6.7512879449996035,,3.7918690786934732,0.78125
3200000000,781250,tiledb,read,2.891408589999628,,8.853816125656351,0.78125
3200000000,200000000,tiledb,write,7.211179333000473,,3.550043455839031,200.0
3200000000,200000000,tiledb,read,3.2939171509997323,,7.771901607249041,200.0
3200000000,50000000,tiledb,write,7.690230650000558,,3.3288988542883486,50.0
3200000000,50000000,tiledb,read,3.222258931000397,,7.944737076747619,50.0
3200000000,12500000,tiledb,write,7.147041281000384,,3.581901795929843,12.5
3200000000,12500000,tiledb,read,3.3849201019993416,,7.562955469725583,12.5
3200000000,3125000,tiledb,write,14.190434562000519,,1.8040321378566013,3.125
3200000000,3125000,tiledb,read,3.9144859620000716,,6.539811420583026,3.125
3200000000,781250,tiledb,write,7.947560090000479,,3.2211143684474437,0.78125
3200000000,781250,tiledb,read,3.842294588999721,,6.662685384221033,0.78125
3200000000,200000000,tiledb,write,8.106513340000674,,3.15795446529147,200.0
3200000000,200000000,tiledb,read,3.6837643730004856,,6.9494129938469404,200.0
3200000000,50000000,tiledb,write,8.582270204999986,,2.9828937319038933,50.0
3200000000,50000000,tiledb,read,3.812422050999885,,6.714891388608426,50.0
3200000000,12500000,tiledb,write,12.45722911700068,,2.055031641431646,12.5
3200000000,12500000,tiledb,read,3.855158730000767,,6.64045290814651,12.5
3200000000,3125000,tiledb,write,7.113850337999793,,3.598613800356949,3.125
3200000000,3125000,tiledb,read,3.177852626999993,,8.055754311101367,3.125
3200000000,781250,tiledb,write,7.322433166000337,,3.4961056549981793,0.78125
3200000000,781250,tiledb,read,3.3637479930002883,,7.610558238391138,0.78125
3200000000,200000000,pyarrow-parquet,write,9.171147932999702,,2.791362672047396,200.0
3200000000,200000000,pyarrow-parquet,read,35.3944550770002,,0.723277133220656,200.0
3200000000,50000000,pyarrow-parquet,write,8.483520134999708,,3.0176152814660444,50.0
3200000000,50000000,pyarrow-parquet,read,35.7066442309997,,0.7169534004479384,50.0
3200000000,12500000,pyarrow-parquet,write,8.45774214999983,,3.026812540034755,12.5
3200000000,12500000,pyarrow-parquet,read,46.2925028210002,,0.5530053127390377,12.5
3200000000,3125000,pyarrow-parquet,write,7.770034443000441,,3.294708689877367,3.125
3200000000,3125000,pyarrow-parquet,read,42.37660288999996,,0.6041069423722282,3.125
3200000000,781250,pyarrow-parquet,write,10.096594912,,2.53550828008103,0.78125
3200000000,781250,pyarrow-parquet,read,42.244730755999626,,0.6059927366530622,0.78125
3200000000,200000000,pyarrow-parquet,write,8.060910735999641,,3.175819809748249,200.0
3200000000,200000000,pyarrow-parquet,read,34.986673075,,0.7317071830500135,200.0
3200000000,50000000,pyarrow-parquet,write,9.527048372000536,,2.6870861782582076,50.0
3200000000,50000000,pyarrow-parquet,read,51.921697228000085,,0.49305013831856315,50.0
3200000000,12500000,pyarrow-parquet,write,8.455744785999741,,3.027527515067173,12.5
3200000000,12500000,pyarrow-parquet,read,37.85921352500009,,0.6761894296376549,12.5
3200000000,3125000,pyarrow-parquet,write,12.626168970000435,,2.027535039395177,3.125
3200000000,3125000,pyarrow-parquet,read,48.07314014499934,,0.5325219014773047,3.125
3200000000,781250,pyarrow-parquet,write,9.0011597419998,,2.84407795592709,0.78125
3200000000,781250,pyarrow-parquet,read,41.753871926999636,,0.6131167917734132,0.78125
3200000000,200000000,pyarrow-parquet,write,8.279616263000207,,3.091930735292745,200.0
3200000000,200000000,pyarrow-parquet,read,35.5542123590003,,0.7200272007578179,200.0
3200000000,50000000,pyarrow-parquet,write,8.153903017999255,,3.1396007462303053,50.0
3200000000,50000000,pyarrow-parquet,read,35.421636164999654,,0.7227221204788818,50.0
3200000000,12500000,pyarrow-parquet,write,8.467984054000226,,3.0231516541303254,12.5
3200000000,12500000,pyarrow-parquet,read,38.8155678130006,,0.6595291900232289,12.5
3200000000,3125000,pyarrow-parquet,write,7.772319720000269,,3.293739954382514,3.125
3200000000,3125000,pyarrow-parquet,read,41.935505147000185,,0.6104612287430922,3.125
3200000000,781250,pyarrow-parquet,write,8.242622130999735,,3.105807787029419,0.78125
3200000000,781250,pyarrow-parquet,read,42.708885852000094,,0.5994068796060885,0.78125
3200000000,200000000,pyarrow-parquet,write,7.881220051999662,,3.248228044781549,200.0
3200000000,200000000,pyarrow-parquet,read,36.579966442000114,,0.6998366179638367,200.0
3200000000,50000000,pyarrow-parquet,write,7.930385266000485,,3.228090331216758,50.0
3200000000,50000000,pyarrow-parquet,read,35.77556224399996,,0.7155722620206609,50.0
3200000000,12500000,pyarrow-parquet,write,8.051770218999991,,3.179425058553081,12.5
3200000000,12500000,pyarrow-parquet,read,39.71055765199981,,0.6446648325703075,12.5
3200000000,3125000,pyarrow-parquet,write,9.121083191999787,,2.8066841910239426,3.125
3200000000,3125000,pyarrow-parquet,read,42.86432956000044,,0.5972331834600549,3.125
3200000000,781250,pyarrow-parquet,write,9.41172583000025,,2.7200112351763353,0.78125
3200000000,781250,pyarrow-parquet,read,48.927647047999926,,0.5232215637691591,0.78125
3200000000,200000000,pyarrow-parquet,write,9.063720936999744,,2.8244470651668214,200.0
3200000000,200000000,pyarrow-parquet,read,44.05860565099829,,0.5810442618812189,200.0
3200000000,50000000,pyarrow-parquet,write,11.593965271998968,,2.208045254528021,50.0
3200000000,50000000,pyarrow-parquet,read,35.31876834100149,,0.7248270877634487,50.0
3200000000,12500000,pyarrow-parquet,write,7.453587002999484,,3.434587935942521,12.5
3200000000,12500000,pyarrow-parquet,read,43.37793252700067,,0.5901618290375005,12.5
3200000000,3125000,pyarrow-parquet,write,9.221693939000033,,2.7760626376606865,3.125
3200000000,3125000,pyarrow-parquet,read,41.5073925329998,,0.6167576047964739,3.125
3200000000,781250,pyarrow-parquet,write,8.109733553999831,,3.1567005043431706,0.78125
3200000000,781250,pyarrow-parquet,read,50.5080184920007,,0.5068502143685254,0.78125
3200000000,200000000,polars-parquet,write,5.607171667999864,,4.565581636478018,200.0
3200000000,200000000,polars-parquet,read,2.991210885000328,,8.558406940939303,200.0
3200000000,50000000,polars-parquet,write,5.3225701810006285,,4.809706425550085,50.0
3200000000,50000000,polars-parquet,read,2.404802496001139,,10.645364865750652,50.0
3200000000,12500000,polars-parquet,write,7.593354901000566,,3.371368826265018,12.5
3200000000,12500000,polars-parquet,read,2.2882156030009355,,11.187756943194628,12.5
3200000000,3125000,polars-parquet,write,9.687975209999422,,2.6424510225394693,3.125
3200000000,3125000,polars-parquet,read,2.180597307999051,,11.739902597371794,3.125
3200000000,781250,polars-parquet,write,6.221989800000301,,4.114439403291654,0.78125
3200000000,781250,polars-parquet,read,2.3941897039985633,,10.692552873836668,0.78125
3200000000,200000000,polars-parquet,write,6.643862164999518,,3.8531804790989153,200.0
3200000000,200000000,polars-parquet,read,3.801172367999243,,6.734764309958043,200.0
3200000000,50000000,polars-parquet,write,10.220173870000508,,2.50484975359805,50.0
3200000000,50000000,polars-parquet,read,2.479495527000836,,10.324680855934197,50.0
3200000000,12500000,polars-parquet,write,8.145249736999176,,3.1429361685147543,12.5
3200000000,12500000,polars-parquet,read,2.2323615240002255,,11.467676594840565,12.5
